relatedItem_collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,keyDate_start,keyDate_end,dateQualifier,dateCreated,note,name_primary_description,item - featured,item - public,identifier_clio,identifier_omeka,language,language_authority,language_authority_identifier,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,note 2,note 3,note_filename,note_filename 2,note_filename 3,digitalOrigin,form,form_authority,form_authority_identifer,form_originalFormat,place,place_authority_identifier,relatedItem_Project,projectURL,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,genre,genre_authority,genre_authority_identifier 2,subject_topic 2,subject_topic _authority 2,subject_topic_authority_identifier 23,title,title_type,title_nonSort,title2,title2_nonSort,identifier_title,partName
Spanish Children's Drawings of the Civil War Collection,"Lloveras Trebol, Anita",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 11. Origin: Port-Bou.,0,1,,omeka_8224,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 138,original filename: 138.tif,original filename: 138.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows The Port-bou Station From Which The People Left On The Day Of The Evacuation.,translated,,Ese Dibujo Representa La Estación De Port-bou Que La Gente Marchan El Día De La Evacuación ,,childrensdrawings_phf,
Spanish Children's Drawings of the Civil War Collection,"Lloveras Trebol, Anita",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 11. Origin: Port-Bou.,0,1,,omeka_8224,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 138,original filename: 138.tif,original filename: 138.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Shows The Port-bou Station From Which The People Left On The Day Of The Evacuation.,translated,,Ese Dibujo Representa La Estación De Port-bou Que La Gente Marchan El Día De La Evacuación ,,childrensdrawings_phf_000,
Spanish Children's Drawings of the Civil War Collection,"Bravo, Maximo",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,,Age 12.,0,1,,omeka_8220,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 134,original filename: 134.tif,original filename: 134.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Bringing The Bread,translated,,Traida Del Pan ,La,childrensdrawings_pjs,
Spanish Children's Drawings of the Civil War Collection,"Bravo, Maximo",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,,Age 12.,0,1,,omeka_8220,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/country_unknown,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 134,original filename: 134.tif,original filename: 134.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Bringing The Bread,translated,,Traida Del Pan ,La,childrensdrawings_pjs_000,
Spanish Children's Drawings of the Civil War Collection,"Pedrell Espelt, Francisco",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 15.,0,1,,omeka_8104,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 18,original filename: 18.tif,original filename: 18.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Shows Two Brothers Who Are Friends Of Mine Watching The Train When I Arrive At Cerbère On The Day Of My Evacuation.,translated,The,Dibujo Representa Dos Hermanos Compañeros Miso Que Estan Mirando El Tren Cuando Yo Vengo Para Cerbère El Dia De Mi Evacuación.  ,El,childrensdrawings_pkn,
Spanish Children's Drawings of the Civil War Collection,"Pedrell Espelt, Francisco",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 15.,0,1,,omeka_8104,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 18,original filename: 18.tif,original filename: 18.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Shows Two Brothers Who Are Friends Of Mine Watching The Train When I Arrive At Cerbère On The Day Of My Evacuation.,translated,The,Dibujo Representa Dos Hermanos Compañeros Miso Que Estan Mirando El Tren Cuando Yo Vengo Para Cerbère El Dia De Mi Evacuación.  ,El,childrensdrawings_pkn_000,
Spanish Children's Drawings of the Civil War Collection,"Parronda, Joaquin",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"On facade: ZAPATERIA, 22, TABERNA. Colony: Colonia escolar Germán de Araujo, Alcañiz, Spain.",Age 10. Origin: Madrid,0,1,,omeka_8140,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 54,original filename: 54.tif,original filename: 54.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Alcañiz (Spain),http://id.loc.gov/authorities/names/n86150495,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,My House In Madrid,translated,,Mi Casa De Madrid ,,childrensdrawings_prl,
Spanish Children's Drawings of the Civil War Collection,"Parronda, Joaquin",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"On facade: ZAPATERIA, 22, TABERNA. Colony: Colonia escolar Germán de Araujo, Alcañiz, Spain.",Age 10. Origin: Madrid,0,1,,omeka_8140,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/teruel,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 54,original filename: 54.tif,original filename: 54.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Alcañiz (Spain),http://id.loc.gov/authorities/names/n86150495,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,My House In Madrid,translated,,Mi Casa De Madrid ,,childrensdrawings_prl_000,
Spanish Children's Drawings of the Civil War Collection,"Casado Gauderats, Pepita",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Familiar, Grupo Alfredo Calderón de Madrid, Chirivella, Spain",Age 12.,0,1,,omeka_8188,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 102,original filename: 102.tif,original filename: 102.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"Drawing With People, Vehicles, And Buildings",,,,,childrensdrawings_pwf,
Spanish Children's Drawings of the Civil War Collection,"Casado Gauderats, Pepita",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Colonia Familiar, Grupo Alfredo Calderón de Madrid, Chirivella, Spain",Age 12.,0,1,,omeka_8188,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 102,original filename: 102.tif,original filename: 102.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,"Drawing With People, Vehicles, And Buildings",,,,,childrensdrawings_pwf_000,
Spanish Children's Drawings of the Civil War Collection,"Pascual Valladolid, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Depicts various trains (one says MURCIA - MADRID) and many figures waving goodbye. Colony: Colonia Lobosillo, Lobosillo, Spain",Age 14.,0,1,,omeka_8100,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 14,original filename: 14.tif,original filename: 14.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of Trains,,,,,childrensdrawings_pzz,
Spanish Children's Drawings of the Civil War Collection,"Pascual Valladolid, Maria",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Depicts various trains (one says MURCIA - MADRID) and many figures waving goodbye. Colony: Colonia Lobosillo, Lobosillo, Spain",Age 14.,0,1,,omeka_8100,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 14,original filename: 14.tif,original filename: 14.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Murcia (Spain : Region),http://id.loc.gov/authorities/names/n82129542,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Drawing Of Trains,,,,,childrensdrawings_pzz_000,
Spanish Children's Drawings of the Civil War Collection,"Ribas, Granollers",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 10.,0,1,,omeka_8121,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 35,original filename: 35.tif,original filename: 35.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Represents The Day I Came To Cerbère And Going Through The First Tunnel From Llanca To Culera We Ran Into The Planes Bombing Culera And Port-bou.,translated,,Este Dibujo De Aqui Representa El Día Que Veni A Cerbère Y Pasando Por El Primer Túnel De Llanca A Culera Nos Encontrabamos Con Los Aviones Bombardeando A Culera Y La Port-bou.  ,,childrensdrawings_qee,
Spanish Children's Drawings of the Civil War Collection,"Ribas, Granollers",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",Age 10.,0,1,,omeka_8121,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 35,original filename: 35.tif,original filename: 35.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,This Drawing Represents The Day I Came To Cerbère And Going Through The First Tunnel From Llanca To Culera We Ran Into The Planes Bombing Culera And Port-bou.,translated,,Este Dibujo De Aqui Representa El Día Que Veni A Cerbère Y Pasando Por El Primer Túnel De Llanca A Culera Nos Encontrabamos Con Los Aviones Bombardeando A Culera Y La Port-bou.  ,,childrensdrawings_qee_000,
Spanish Children's Drawings of the Civil War Collection,"Diaz Luna, Manolo",personal,art,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,,Age 12.,0,1,,omeka_8102,spa,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,marcorg,http://id.loc.gov/authorities/names/n80087582,Date range based on the dates of the Spanish Civil War.,Drawing no: 16,original filename: 16.tif,original filename: 16.jpg,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,still image,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,War in art,lcsh,http://id.loc.gov/authorities/subjects/sh85145181,Children's drawings,lcsh,http://id.loc.gov/authorities/subjects/sh88005179,"Spain--History--Civil War, 1936-1939",lcsh,http://id.loc.gov/authorities/subjects/sh85126106,Between The Orange Trees,translated,,Entre Naranjos ,,childrensdrawings_qmn,
