_identifiers-1,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,note-1:note_value,note-1:note_type,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,place_authority_identifier,relatedItem_Project,projectURL,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,title-1:title_sort_portion,title_type,title-1:title_non_sort_portion,title-2:title_sort_portion,title-2:title_non_sort_portion
childrensdrawings_qot,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Hernandez Amigo, Ramón",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 83. Child's Age: 13. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows Our Evacuation.  Ahead Of Us Is The Family That Invited Us To Get Into Their Car.,translated,,Este Dibujo Representa Nuestra Evacuación.  Delante De Nosotros Van Otra Familia Que Es La Que Nos Invitó A Subir En El Auto.  ,
childrensdrawings_qot_000,asset,childrensdrawings_qot,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8087,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,1.tif,filename,1.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of Train Track,,,,
childrensdrawings_qot,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Hernandez Amigo, Ramón",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 83. Child's Age: 13. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows Our Evacuation.  Ahead Of Us Is The Family That Invited Us To Get Into Their Car.,translated,,Este Dibujo Representa Nuestra Evacuación.  Delante De Nosotros Van Otra Familia Que Es La Que Nos Invitó A Subir En El Auto.  ,
childrensdrawings_qot_000,asset,childrensdrawings_qot,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8087,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,1.tif,filename,1.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of Train Track,,,,
childrensdrawings_rcj,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Gomez, Isidoro",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 120. Child's age: 12.,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Patrolling The Mountains,translated,,Guardia En El Sierra  ,
childrensdrawings_rcj_000,asset,childrensdrawings_rcj,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8206,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/country_unknown,,,,,120.tif,filename,120.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Patrolling The Mountains,translated,,Guardia En El Sierra  ,
childrensdrawings_rcs,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Duran Gratacos, Juanito",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 9. Child's Age: 13. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"This Drawing Represents The First Day Of Bombing, And A House And Women And Men Who Have Thrown Themselves On The Ground.",translated,,"Este Dibujo Representa El Primer Día De Bombardeo, Y Una Casa Y Mujeres Y Hombres Que Estan Tirados En Tierra.  ",
childrensdrawings_rcs_000,asset,childrensdrawings_rcs,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8095,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,9.tif,filename,9.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"This Drawing Represents The First Day Of Bombing, And A House And Women And Men Who Have Thrown Themselves On The Ground.",translated,,"Este Dibujo Representa El Primer Día De Bombardeo, Y Una Casa Y Mujeres Y Hombres Que Estan Tirados En Tierra.  ",
childrensdrawings_rgj,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Bayes Torrent, Aniceto",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 5. Child's Age: 13. Origin: Port-Bou. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Children Playing,,,,
childrensdrawings_rgj_000,asset,childrensdrawings_rgj,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8091,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/bayes-torrent,,,,,5.tif,filename,5.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Children Playing,,,,
childrensdrawings_rpa,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Gratacós Frias, Laura",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 8. Child's Age: 11. On station house: ""COLERA"". Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows My Sister And I Leaving For Cerbère On The Day Of The Evacuation.,translated,,Este Dibujo Representa El Dia De La Evacuación Merchando A Cerbère Con Mi Hermana ,
childrensdrawings_rpa_000,asset,childrensdrawings_rpa,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8094,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere2,,,,,8.tif,filename,8.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows My Sister And I Leaving For Cerbère On The Day Of The Evacuation.,translated,,Este Dibujo Representa El Dia De La Evacuación Merchando A Cerbère Con Mi Hermana ,
childrensdrawings_rry,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Sanchez del Amo, Felix",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936-11-25,,,"November 25, 1936","Drawing no: 107. Child's Age: 14. Colony: Escuela Hogar, Antella, Spain. Dated November 25, 1936. Stamp:  Ministerio de Instrucción Pública..",,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,War,translated,,Guerra ,
childrensdrawings_rry_000,asset,childrensdrawings_rry,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8193,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_3,,,,,107.tif,filename,107.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,War,translated,,Guerra ,
childrensdrawings_rto,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Fernandez Maroto, Leoncio",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-10-11,,,"October 11, 1937","Drawing no: 152. Depicts 5 airplanes in formation. Colony: Instituto Lagasca, Madrid. Dated October 11, 1937. Stamp: Instituto Nacional de 2a enseñanza secretaria.
",,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Madrid (Spain),http://id.loc.gov/authorities/names/n78089046,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Dibujo De Imaginacíon,,,,
childrensdrawings_rto_000,asset,childrensdrawings_rto,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8236,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/madrid,,,,,152.tif,filename,152.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Dibujo De Imaginacíon,,,,
childrensdrawings_ryw,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Puertas, José",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1938-01,,,"January, 1938",Drawing no: 76. Child's Age: 14. Colony: Valencia. Dated January 1938.,,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Doubla En Vuelo,,,,
childrensdrawings_ryw_000,asset,childrensdrawings_ryw,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8162,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_3,,,,,76.tif,filename,76.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Doubla En Vuelo,,,,
childrensdrawings_snu,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Casado Gauderats, Pepita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 103. Child's Age: 12. Colony: Colonia Familiar, Grupo Alfredo Calderón de Madrid, Chirivella, Spain. Stamp: Consejo municipal. Chirivella..",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Laborer,translated,,Un Labrador ,
childrensdrawings_snu_000,asset,childrensdrawings_snu,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8189,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,103.tif,filename,103.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Laborer,translated,,Un Labrador ,
childrensdrawings_srl,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Plaza, Jose",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 131. Child's Age: 13. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows 3 Children Skipping Rope.,translated,,Este Dibujo Representa A 3 Niños Jugando A Cuerda.  ,
childrensdrawings_srl_000,asset,childrensdrawings_srl,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8217,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,131.tif,filename,131.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows 3 Children Skipping Rope.,translated,,Este Dibujo Representa A 3 Niños Jugando A Cuerda.  ,
childrensdrawings_stx,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Ancina, Moises",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 108. Child's Age: 13. Colony: San Juan, Alicante. Residencia Infantil no. 6.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,San Juan de Alicante (Spain),http://id.loc.gov/authorities/names/n81007741,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Hydroplane Flying Over Ships,,,,
childrensdrawings_stx_000,asset,childrensdrawings_stx,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8194,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/alicante,,,,,108.tif,filename,108.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Hydroplane Flying Over Ships,,,,
childrensdrawings_suw,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Muñecas, Marcelina",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 149. Child's Age: 12. Origin: Bilbao The words in the speech balloons read: ""La sirena,"" ""que bienen los abiones,"" ""el refugio,"" ""hija mia"" (The siren;  the airplanes are coming;  to shelter;  ""oh, my daughter.""). Colony: Colonia de niños españoles, Bayonne, France..",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Bayonne (France),http://id.loc.gov/authorities/names/n81072078,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Is When We Were Playing Next To The Shelter.,translated,,Esto Es Cuando Estabamos Jugando Al Lado De El Refugio.  ,
