_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,note-2:note_type,note-2:note_value,note-3:note_type,note-3:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,omeka_identifier-1:omeka_identifier_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1.name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_usage_primary,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.value,location-1:location_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created-1:date_created_key_date,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,digital_origin-1:digital_origin_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,abstract-1:abstract_value,note-1:note_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,_project.string_key
RBML_NYCCC_100131013,,item,,,,,,Damaged Schooner,325,2,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series V: Committee on Arbitration, 1820s-1973",2,subseries,"Subseries V.1: Arbitration Cases, 1820s-1973 ",,,,,,,,,,,,,,,,,still image,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,1877,1877,,,TRUE,,,,reformatted digital,,,,,,,,,,,,,,,,,,,,,Schooners,fast,http://id.worldcat.org/fast/01108108,Sealing ships,fast,http://id.worldcat.org/fast/01110305,Collisions at sea--Accidents--Investigation,fast,http://id.worldcat.org/fast/868317,,,,,,,Schooner Willow Harp v. The Steamer Leopard,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131013_001,RBML_NYCCC_100131013,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131013,filename,httpwwwcolumbia_c2863d5a3a.educgi-binculdevdlo2obj=rbml_nyccc_100131013,,[Drawing 1],,,2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/willow_harp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131013_002,RBML_NYCCC_100131013,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131013a,filename,RBML_NYCCC_100131013a.jpg,,[Drawing 2],,,2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/willow_harp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131012,,item,,,,,,Assassination of Lincoln,398,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"April 16-18, 1865",1865-04-16,1865-04-18,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,"Lincoln, Abraham, 1809-1865",personal,naf,http://id.loc.gov/authorities/names/n79006779,,,,,,,,,,,,,,,,,Presidents--Assassination,fast,http://id.worldcat.org/fast/01075728,,,,,,,,,,,,,,"Part of Meeting Minutes, 1858-1868 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131012_001,RBML_NYCCC_100131012,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131012,filename,httpwwwcolumbia_e885671977.educgi-binculdevdlo2obj=rbml_nyccc_100131012,,Page 406,,,2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131011,,item,,,,,A,Row in the Chamber,398,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,"Homans, J. Smith, 1833-1879",personal,naf,http://id.loc.gov/authorities/names/n2012037637,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 8, 1862",1862-01-08,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Text: 			New York, January 8, 1862

Gentlemen of the Chamber,

	I am permitted to occupy the chair at this time for the purpose of making an explanatory statement
	at the meeting of the Chamber held on Thursday, the 2nd inst., a difficulty occurred between two of its members who have zealously co-operate, hitherto, in the charge of its affairs, an who have been equally distinguished for their active interest in all that concerns the welfare of our city, State and Country: both occupying a high social standing in the community an a prominent position among the merchants of this city.
	The difficulty occurred in this wise: at the close of a lengthy session, Captain Marshall presented a communication from E.A. Stevens, Esq., of Hoboken, inviting the members to witness certain experiments intended to illustrate the advantages of his “Steam Ram” or “Battery.” 
	Thereupon, General Wetmore moved to accept the invitation and appoint a committee to examine and report to the Chamber.
	The rule of the Chamber is that all resolutions shall be offered in writing. The hour being late, the rule was not complied with, and, in the instance referred to, it was not deemed to be of necessary application. Its observance would have prevented the trouble that followed.
	Mr. Phelps objected to the appointment of a Committee, and was understood by the Chair to do so simply because an examination of, and report upon, the “Stevens Battery” id not properly come within the sphere of the Chamber’s duties.
	In the discussion that ensued, Mr. Phelps understood Mr. Duer ??? as treating his opposition to the motion for the appointment of a committee, as indicating a want of interst in the Sea-Coast defences, and in a manner reflecting on the patriotism of the first vice President of the Chamber.
	The following Mr. Duer gives as the words he used on the occasion: “I am surprised to hear the First Vice President of this Chamber declare that the Chamber has nothing to do with the defences of the Harbor. The Chamber decided otherwise when they appointed a Committee last summer to examine into the defences of the Harbor and report to the Chamber.” 
	The question was distinctly put and decided in the affirmative, and declared to the meeting. 
	Mr. Phelps then enquired of the Chair if the vote carried with it a decision to appoint a Committee, and remarked that the Chamber did not so understand it. 
Mr. Duer immediately said: The Chamber understands what it is doing if Mr. Phelps does not. (at this point of the proceedings, Mr. D. was about to move a re-consideration, and his observation, he assures me, was intended as a preface to it.)
Mr. Phelps, however, arose at once, in a state of excitement, and turning towards Mr. Duer, upbraided him for the misconstruction put upon his motives on this and previous occasions. While yet speaking, Mr. Duer arose on his feet, called Mr. Phelps to order, which the efforts of the chair, perhaps too feebly exerted, failed to enforce. During the confusion a motion to adjourn was put and carried.
The controversy which had assumed a personal character before the adjournment was resumed immediately afterwards. In disregard of the sanctities of the Chamber, and in the absence of a proper self control, both parties permitted themselves to use expressions to each other of a most offensive and hostile character.
Fortunately for human nature, the keenest sensibilities co-exist with traits of character the noblest and most generous. In all right minded men, however quick to resent an injury, the desire to repair a fault and redress a wrong, is the first impulse of duty, and it is a proud thing that is as honorable as it is praiseworthy.
In meeting here to day, such I understand to be the disposition of the two gentlemen who were unhappily betrayed, in a moment of excitement, into expressions which they mutually feel to have been unworthy of themselves, as they were unjust to each other.
And I have great pleasure in saying that they mutually retract the offensive words spoken at the time, and under the circumstances referred to; - that in consequence thereof no stain may rest upon the annals of the annals of the Chamber; - that they may stand in the presence of each other, now as heretofore, in the attitude of friends with “consciences void of offense.”
___________

The statement made by Mr. Low having been made, remarks followed by Msrs. R. Phelps and Duer, in keeping with Mr. Low’s paper and expressing regret that the circumstances had transpired as narrated.
Remarks were also made by Msrs Perit, Sturges, Marshall, and Solomon. Mr. Low, Vice President, and as chairman of the meeting 2nd inst. was desired to prepare a statement for the press, as to the circumstances named, at the suggestion of Mr. Jonathan Sturges. 

There being no further business for consideration, the Chamber then adjourned. 
J. Smith Homans, Secretary","Part of Meeting Minutes, 1858-1868 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131011_001,RBML_NYCCC_100131011,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131011,filename,httpwwwcolumbia_f6ef916085.educgi-binculdevdlo2obj=rbml_nyccc_100131011,,Page 132,,,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131011_002,RBML_NYCCC_100131011,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131011a,filename,httpwwwcolumbia_5905079e7c.educgi-binculdevdlo2obj=rbml_nyccc_100131011a,,Page 133,,,2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131011_003,RBML_NYCCC_100131011,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131011b,filename,httpwwwcolumbia_bdfe34ff17.educgi-binculdevdlo2obj=rbml_nyccc_100131011b,,Page 134,,,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131010,,item,,,,,,Laying the Atlantic Cable,398,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"August 21, 1858",1858-08-21 ,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Transatlantic cables,fast,http://id.worldcat.org/fast/01736042,Telegraph cables,fast,http://id.worldcat.org/fast/01146164,,,,,,,,,,,"Part of Meeting Minutes, 1858-1868 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131010_001,RBML_NYCCC_100131010,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131010a,filename,RBML_NYCCC_100131010a.jpg,,Laying the Atlantic Cable,,,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131010_002,RBML_NYCCC_100131010,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131010,filename,httpwwwcolumbia_76c2954d5d.educgi-binculdevdlo2obj=rbml_nyccc_100131010,,Laying the Atlantic Cable,,,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/science/cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131009,,item,,,,,,"Foreign Vessels, 1823",395,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 7, 1824",1824-01-07,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Shipping,fast,http://id.worldcat.org/fast/01116352,Ships,fast,http://id.worldcat.org/fast/01116439,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,"Part of Meeting Minutes, 
1818-1835 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131009_001,RBML_NYCCC_100131009,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131009,filename,httpwwwcolumbia_b3087fff30.educgi-binculdevdlo2obj=rbml_nyccc_100131009,,"Foreign Vessels, 1823",,,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/building/harbor1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131008,,item,,,,,,Quarantine Law,395,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 7, 1824",1824-01-07,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Quarantine,fast,http://id.worldcat.org/fast/01085153,Yellow fever,fast,http://id.worldcat.org/fast/01182653,,,,,,,,,,,"Part of Meeting Minutes, 1818-1835 (bound volume)",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131008_001,RBML_NYCCC_100131008,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131008,filename,httpwwwcolumbia_ccaa136139.educgi-binculdevdlo2obj=rbml_nyccc_100131008,,Quarantine Law,,,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/building/harbor1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131007,,item,,,,,,"Military Service Record, House of Morgan",373,8,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series I: Administration, 1866-1980",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Contributor,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,TRUE,,,,,,,,,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,forms (documents),aat,http://vocab.getty.edu/aat/300049060,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"January 21, 1918",1918-01-21,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,World War (1914-1918),lcsh,http://id.loc.gov/authorities/subjects/sh85148236,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131007_001,RBML_NYCCC_100131007,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131007,filename,httpwwwcolumbia_80a7cec49a.educgi-binculdevdlo2obj=rbml_nyccc_100131007,,"Military Service Record, House of Morgan",,,2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/politics/ww1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131006,,item,,,,,,Nomination for Membership of Rodman C. Rockefeller,373,7,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series I: Administration, 1866-1980",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Contributor,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,TRUE,,,,,,,,,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,application forms,aat,http://vocab.getty.edu/aat/300027002,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"April 8th, 1954",1954-04-08,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,"Rockefeller, Rodman, 1932-2000",personal,naf,http://id.loc.gov/authorities/names/n2007018344,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,"Associations, institutions, etc.--Membership",fast,http://id.worldcat.org/fast/00819202,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131006_001,RBML_NYCCC_100131006,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131006,filename,httpwwwcolumbia_5d3f1cc03c.educgi-binculdevdlo2obj=rbml_nyccc_100131006,,Nomination for Membership of Rodman C. Rockefeller,,,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/prologue/worthy3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131005,,item,,,,,,Business-Government Relations,373,1,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series I: Administration, 1866-1980",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"May 20, 1970",1970-05-20 ,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,Business and politics,fast,http://id.worldcat.org/fast/00842401,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,Action Program for the Seventies,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131005_001,RBML_NYCCC_100131005,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131005,filename,httpwwwcolumbia_d598b96487.educgi-binculdevdlo2obj=rbml_nyccc_100131005,,Page 1,,,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/inside/70s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131005_002,RBML_NYCCC_100131005,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131005a,filename,httpwwwcolumbia_5d6c78321a.educgi-binculdevdlo2obj=rbml_nyccc_100131005a,,Page 2,,,2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131004,,item,,,,,,New York Chamber of Commerce Inaugural Meeting Minutes,394,,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VIII: Member Meeting Minutes, 1768-1973",,,,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,minutes (administrative records),aat,http://vocab.getty.edu/aat/300027440,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"April 5, 1768",1768-04-05,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131004_001,RBML_NYCCC_100131004,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131004,filename,httpwwwcolumbia_123ae81906.educgi-binculdevdlo2obj=rbml_nyccc_100131004,,New York Chamber of Commerce Inaugural Meeting Minutes,,,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/founding/founding_contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
