identifier_omeka,item - public,item - featured,note,form,keyDate_start,dateQualifier,digitalOrigin,physicalLocation,relatedItem_collection,languageOfCataloging,shelfLocator,place,place 2,name_primary,dateCreated,title,language,abstract,subject_topic,accessCondition,publisher,identifier_clio,source,note_filename,	typeOfResource,relatedItem_Project,location_url_ObjectInContext,note_ownership,rightsHolder
6959,1,0,holograph manuscript|original filename: 120119106.tif,manuscripts|music,1946 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 8, Folder 9",,,"Kay, Ulysses, 1917-1995",1946,"Rope: A Design for Dance, page 1",eng,"Score of ""The Rope: a design for dance, after William Blake"", music for dance and piano; Commissioned by Eleanore Goff, dancer",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119106.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/the-rope,,
6958,1,0,original filename: 120119105.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 72",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119105.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6957,1,0,original filename: 120119104.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 71",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119104.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6956,1,0,original filename: 120119103.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 70",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119103.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6955,1,0,original filename: 120119102.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 69",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119102.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6954,1,0,original filename: 120119101.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 68",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119101.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6953,1,0,original filename: 120119100.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 67",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119100.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6952,1,0,original filename: 120119099.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 66",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119099.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6951,1,0,original filename: 120119098.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 65",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119098.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6950,1,0,original filename: 120119097.tif,manuscripts,1948-06-05 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 46,,,"Kay, Ulysses, 1917-1995","June 5th, 1948","Quiet One (film score), page 1",eng,Film score for The Quiet One,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119097.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one,,
6949,1,0,photostatic copy of holograph manuscript|original filename: 120119096.tif,manuscripts|music,1944-07-04 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 44,,,"Kay, Ulysses, 1917-1995","July 4th, 1944","Of New Horizons, page 44",eng,"Ulysses Kay's score for ""Of New Horizons""",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119096.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,Ulysses Kay Estate,
6948,1,0,photostatic copy of holograph manuscript|original filename: 120119095.tif,manuscripts|music,1944-07-04 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 44,,,"Kay, Ulysses, 1917-1995","July 4th, 1944","Of New Horizons, page 3",eng,"Page 3 of Ulysses Kay's score for ""Of New Horizons""",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119095.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,Ulysses Kay Estate,
6947,1,0,photostatic copy of holograph manuscript|original filename: 120119094.tif,manuscripts|music,1944-07-04 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 44,,,"Kay, Ulysses, 1917-1995","July 4th, 1944","Of New Horizons, cover, label",eng,"Cover label for ""Of New Horizons"" score by Ulysses Kay",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119094.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,Ulysses Kay Estate,
6946,1,0,original filename: 120119093.tif,music,1961 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 15",,New York,"Kay, Ulysses, 1917-1995",1961,"Of New Horizons, page 76",eng,"Page 76 of the Edition Peters miniature score of ""Of New Horizons"" by Ulysses Kay.",,,C. F. Peters,CLIO id: 2228504,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119093.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,,
6945,1,0,original filename: 120119092.tif,music,1961 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 15",,New York,"Kay, Ulysses, 1917-1995",1961,"Of New Horizons, page 1",eng,"First page of the Edition Peters miniature score of ""Of New Horizons"" by Ulysses Kay.",,,C. F. Peters,CLIO id: 2228504,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119092.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,,
6944,1,0,original filename: 120119091.tif,music,1961 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 15",,New York,"Kay, Ulysses, 1917-1995",1961,"Of New Horizons, page 81",eng,"Essay about Ulysses Kay at the back of the Edition Peters miniature score of Kays' ""Of New Horizons""",,,C. F. Peters,CLIO id: 2228504,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119091.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,,
6943,1,0,original filename: 120119090.tif,music,1961 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 15",,New York,"Kay, Ulysses, 1917-1995",1961,"Of New Horizons, page 80",eng,"Essay on Ulysses Kay at the end of the Edition Peters miniature score of Kay's ""Of New Horizons""",,,C. F. Peters,CLIO id: 2228504,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119090.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,,
6942,1,0,original filename: 120119089.tif,music,1961 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 15",,New York,"Kay, Ulysses, 1917-1995",1961,"Of New Horizons, cover",eng,"Cover of Edition Peters miniature score of ""Of New Horizons"" by Ulysses Kay.",,,C. F. Peters,CLIO id: 2228504,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119089.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/of-new-horizons,,
6941,1,0,original filename: 120119088.tif,manuscripts|music,1968 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 61,,,"Kay, Ulysses, 1917-1995",1968,"Markings, page 1",eng,"Photostatic copy of holograph manuscript of the score for ""Marking"", with holograph corrections in red pencil",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119088.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/markings,,
6940,1,0,"correspondence, typescript, signed, dated 19 April 1955|original filename: 120119087.tif",correspondence,1955-04-19 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 38","New York, New York",,"Kay, Ulysses, 1917-1995|Ussachevsky, Vladimir, 1911-1990","April 19, 1955",Letter from Ulysses Kay to Vladimir Ussachevsky relating to libretto of the Boor,eng,"Opera, 1 act",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119087.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-boor,,
6939,1,0,photostat of holograph manuscript|original filename: 120119086.tif,manuscripts,1956 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 14, Folder 8",,,"Kay, Ulysses, 1917-1995|King, Alexander, 1900-1965",1956,"Juggler of Our Lady: piano reduction, title page",eng,"Juggler of Our Lady, a one-act opera: Piano reduction, title page",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119086.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler-of-our-lady,,
6938,1,0,photostat of holograph manuscript|original filename: 120119085.tif,manuscripts,1956 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 14, Folder 8",,,"Kay, Ulysses, 1917-1995|King, Alexander, 1900-1965",1956,"Juggler of Our Lady: piano reduction, page 1",eng,"Juggler of Our Lady, a one-act opera: Piano reduction, title page",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119085.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler-of-our-lady,,
6937,1,0,photostat of holograph manuscript|original filename: 120119084.tif,manuscripts,1956 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 14, Folder 8",,,"Kay, Ulysses, 1917-1995|King, Alexander, 1900-1965",1956,"Juggler of Our Lady: piano reduction, cast list",eng,"Juggler of Our Lady, a one-act opera: Piano reduction, title page",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119084.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/the-juggler-of-our-lady,,
6936,1,0,typescript|original filename: 120119083.tif,manuscripts,1974 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 11",,,"Kay, Ulysses, 1917-1995|Dorr, Donald",1974,"Jubliee: libretto, page B",eng,"Opera, 3 acts",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119083.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/jubilee,,
6935,1,0,typescript|original filename: 120119082.tif,manuscripts,1974 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 11",,,"Kay, Ulysses, 1917-1995|Dorr, Donald",1974,"Jubliee: libretto, page A",eng,"Opera, 3 acts",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119082.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/jubilee,,
6934,1,0,typescript|original filename: 120119081.tif,manuscripts,1974 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 11",,,"Kay, Ulysses, 1917-1995|Dorr, Donald",1974,"Jubliee: libretto, page 1",eng,"Opera, 3 acts",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119081.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/jubilee,,
6933,1,0,typescript|original filename: 120119080.tif,manuscripts,1976 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 21",,,"Kay, Ulysses, 1917-1995|Dorr, Donald",1976,"Notes for Jubilee Preview, page 2",eng,"Opera, 3 acts",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119080.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/jubilee,,
6932,1,0,typescript|original filename: 120119079.tif,manuscripts,1976 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 3, Folder 21",,,"Kay, Ulysses, 1917-1995|Dorr, Donald",1976,"Notes for Jubilee Preview, page 1",eng,"Opera, 3 acts",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119079.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/jubilee,,
6931,1,0,holograph manuscript|original filename: 120119078.tif,manuscripts,1979 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 34, Folder 2",,,"Kay, Ulysses, 1917-1995",1979,"Jersey Hours, verso of title page",eng,For voice and solo harp / piano / 3 harps,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119078.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,,
6930,1,0,holograph manuscript|original filename: 120119077.tif,manuscripts,1979 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 34, Folder 2",,,"Kay, Ulysses, 1917-1995",1979,"Jersey Hours, page 2",eng,For voice and solo harp / piano / 3 harps,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119077.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,,
6929,1,0,holograph manuscript|original filename: 120119076.tif,manuscripts,1979 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 34, Folder 2",,,"Kay, Ulysses, 1917-1995",1979,"Jersey Hours, page 1",eng,For voice and solo harp / piano / 3 harps,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119076.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/jersey-hours,,
6928,1,0,photostatic copy of holograph manuscript; used for rental library publication|original filename: 120119075.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 4",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, page 332",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act III, page 332

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119075.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---still-in-,,
