note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-4:note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,publisher-1:publisher_value,clio_identifier-1:clio_identifier_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,place_of_origin-2:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,subject_geographic-1:subject_geographic_term.value,_publish_targets-1.string_key,_publish
,,plimpton,item,plimpton_omk_000,,Rhetorica ad Herennium,,1 page,5,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 102,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Mid 15th century,1403,TRUE,1470,approximate,Verona (Italy),,Pseudo-Cicero,"http://id.loc.gov/authorities/names/n2013061874
",naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Feliciano, Felice, active 15th century",http://id.loc.gov/authorities/names/n85050326,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Rhetoric,http://id.worldcat.org/fast/1096948,fast,,,,,,,,
plmptn_023_001.jpg,filename,plimpton,asset,plimpton_omk_001,plimpton_omk_000,Page 2 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ooj_000,,Abecedarium,Child's primer,1 page,100,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/primers/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 258,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Third quarter of 15th century,1475,TRUE,1499,approximate,England,,,,,,,,,,,,,,,,,,,,,Readers,http://id.worldcat.org/fast/1090554,fast,,,,,,,,
plmptn_005_001.jpg,filename,plimpton,asset,plimpton_ooj_001,plimpton_ooj_000,Page 1 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_opr_000,,Margarita Philosophica,,1 page,14,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/reich/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 080.7 1503 R27,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Chalchographatum primiciali hac pressura Friburgi p[er] ioanne[m] Schottu[m] Argen[toraci],2428665,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1503,1503,TRUE,,,Freiburg im Breisgau (Germany),,"Reisch, Gregor, -1525",http://id.loc.gov/authorities/names/n92043378,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,"Encyclopedias and dictionaries, Latin",http://id.worldcat.org/fast/909593,fast,,,,,,,,
plmptn_014_001.jpg,filename,plimpton,asset,plimpton_opr_001,plimpton_opr_000,Preliminary page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_opw_000,,"Dean’s Recently Improved Analytical Guide, to the Art of Penmanship",,1 page,106,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A091 1808 D345,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,"Published for the Author, and sold by Hopkins & Bayard",1834578,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1808,1808,TRUE,,,New York,,"Dean, Henry, 1788-1849",http://id.loc.gov/authorities/names/nr2001049876,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_072_001.jpg,filename,plimpton,asset,plimpton_opw_001,plimpton_opw_000,1 unnumbered page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_oug_000,,Cherokee alphabet,,1 page,159,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-4,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A497 1835 Se6,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Samuel Worcester,3188778,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1835,1835,TRUE,,approximate,"Union Mission, Okla",,"Sequoyah, 1770?-1843",http://id.loc.gov/authorities/names/n79072794,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Cherokee language--Alphabet,http://id.worldcat.org/fast/853718,fast,,,,,,,,
plmptn_060_001.jpg,filename,plimpton,asset,plimpton_oug_001,plimpton_oug_000,Cherokee alphabet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_oyz_000,,Computus cum Commento,,2 pages,9,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-4,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff A734,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Lienhart Ysenhut,1623605,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1490,1488,TRUE,1492,approximate,Basel (Switzerland),,Anianus,http://id.loc.gov/authorities/names/n2009021488,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Calendar,http://id.worldcat.org/fast/844160,fast,,,,,,,,
plmptn_038_001.jpg,filename,plimpton,asset,plimpton_oyz_001,plimpton_oyz_000,2 unnumbered pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ozj_000,,Orbis sensualium pictus,Commenius’s Visible World,pages 186-187,19,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 473 1672 C73,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,"Printed by T. R. for S. Mearne, Book-binder",,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1672,1672,TRUE,,,London (England),,"Comenius, Johann Amos, 1592-1670",http://id.loc.gov/authorities/names/n80044770,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Hoole, Charles, 1610-1667",http://id.loc.gov/authorities/names/n50028932,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Latin language,http://id.worldcat.org/fast/993125,fast,,,,,,,,
plmptn_133_001.jpg,filename,plimpton,asset,plimpton_ozj_001,plimpton_ozj_000,Pages 186-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_pnp_000,,"Learned Maid, or Whether a Maid may be a Scholar",,title page,56,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 376 1659 Sch8,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed by Johon Redmayne,6196727,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1659,1659,TRUE,,,London (England),,"Schurman, Anna Maria van, 1607-1678",http://id.loc.gov/authorities/names/n78068074,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Women--Education,http://id.worldcat.org/fast/1176670,fast,,,,,,,,
plmptn_127_001.jpg,filename,plimpton,asset,plimpton_pnp_001,plimpton_pnp_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_pqv_000,,Trattato d’Aritmetica Mercantile,,1 page,115,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Italian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ita,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 219,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Mid 16th century,1525,TRUE,1575,approximate,Florence (Italy),,,,,,,,,,,,,,,,,,,,,Mathematics,http://id.worldcat.org/fast/1012163,fast,,,,,,,,
plmptn_088_001.jpg,filename,plimpton,asset,plimpton_pqv_001,plimpton_pqv_000,Page 155 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ptq_000,,"Principles of Musik, in Singing and Setting : vvith the Two-Fold Use Therof, Ecclesiasticall and Civil",,page [92]-93,130,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 424 1636 B97,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,"Printed by Iohn Haviland, for the Author",6182617,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1636,1636,TRUE,,,London (England),,"Butler, Charles, -1647",http://id.loc.gov/authorities/names/n84107778,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Music theory,http://id.worldcat.org/fast/1030620,fast,,,,,,,,
plmptn_050_001.jpg,filename,plimpton,asset,plimpton_ptq_001,plimpton_ptq_000,Page 92 verso - page 93 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_pww_000,,Compendio de lo Abaco,,1 page,110,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-5,books,http://vocab.getty.edu/aat/300028051,aat,text,Italian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ita,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff P260,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Nicolaus de Benedictis and Jacobinus Suigus,1638085,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"September 28, 1492",1492-09-28,TRUE,,,Turin (Italy),,"Pellos, Francesco",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Mathematics,http://id.worldcat.org/fast/1012163,fast,,,,,,,,
plmptn_034_001.jpg,filename,plimpton,asset,plimpton_pww_001,plimpton_pww_000,Page 1 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_pxw_000,,Elements of Geometrie of the most auncient philosopher Euclide of Megara,,1 page,38,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 513 1570 Eu2 (STC 10560),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,John Daye,5551593,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1570,1570,TRUE,,,London (England),,Euclid,http://id.loc.gov/authorities/names/n50043341,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Billingsley, Henry, Sir, -1606",http://id.loc.gov/authorities/names/nr93001101,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Geometry,http://id.worldcat.org/fast/940864,fast,,,,,,,,
plmptn_082_001.jpg,filename,plimpton,asset,plimpton_pxw_001,plimpton_pxw_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_qcg_000,,Wellesley College Library Bookplate,,1 page,4,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-3,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,series,1,"IV: Personal Documents, Ephemera and Realia, 1692-1995, undated",,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Wellesley College Library,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1900,1895,TRUE,1905,approximate,Wellesley (Mass.),,Wellesley College Library,http://id.loc.gov/authorities/names/n50004986,naf,corporate,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, Francis T. P. (Francis Taylor Pearsons), 1900-1983",http://id.loc.gov/authorities/names/n85106396,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,Wellesley College Library,http://id.loc.gov/authorities/names/n50004986,naf,corporate,,,,,,,,,,,
plmptn_100_001.jpg,filename,plimpton,asset,plimpton_qcg_001,plimpton_qcg_000,Wellesley College Library Bookplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_qch_000,,Ars Minor,,2 pages,62,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff D316,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Albrecht Pfister,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1458-1460,1458,TRUE,1460,approximate,Bamberg (Germany),,"Donatus, Aelius",http://id.loc.gov/authorities/names/n82032152,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,fast,,,,,,,,
plmptn_113_001.jpg,filename,plimpton,asset,plimpton_qch_001,plimpton_qch_000,Fragment 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_113_002.jpg,filename,plimpton,asset,plimpton_qch_002,plimpton_qch_000,Fragment 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_qco_000,,Operina di Ludouico Vicentino,,1 page,145,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,Italian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ita,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 095 1522 L96,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,6191099,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1522,1522,TRUE,,,Roma,,"Arrighi, Ludovico degli",http://id.loc.gov/authorities/names/n79108015,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_064_001.jpg,filename,plimpton,asset,plimpton_qco_001,plimpton_qco_000,Title page verso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_qdb_000,,"Marks of Merit, Together with an article on Hornbooks and their use in America",,cover,140,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Cataloged copy of book available at the call number SMITH 096 1916 P71,,,,,,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Ginn & Company,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1916,1916,TRUE,1919,approximate,Boston (Mass.),,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,,,,,,,,,,,
plmptn_112_001.jpg,filename,plimpton,asset,plimpton_qdb_001,plimpton_qdb_000,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_qkv_000,,Ars Minor,,1 page,77,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-4,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff D341,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Johann SchönsperGerman,1637767,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1502,1500,TRUE,1505,approximate,Augsburg (Germany),,"Donatus, Aelius",http://id.loc.gov/authorities/names/n82032152,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,fast,,,,,,,,
