_pid,_project.string_key,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_identifiers-1,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,note-1:note_value,note-1:note_type,place_of_origin-2:place_of_origin_value,location-1:location_shelf_location-1:location_shelf_location_box_number,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,abstract-1:abstract_value,abstract-2:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,publisher-1:publisher_value,publisher-2:publisher_value,type_of_resource-1:type_of_resource_value,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,note-7:note_value,note-7:note_type,note-8:note_value,note-8:note_type,note-9:note_value,note-9:note_type,note-10:note_value,note-10:note_type,note-11:note_value,note-11:note_type,note-12:note_value,note-12:note_type,note-13:note_value,note-13:note_type,note-14:note_value,note-14:note_type,note-15:note_value,note-15:note_type,note-16:note_value,note-16:note_type,note-17:note_value,note-17:note_type,note-18:note_value,note-18:note_type,note-19:note_value,note-19:note_type,note-20:note_value,note-20:note_type,relatedItem_Project,project URL,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,object_in_context_url-3:object_in_context_url_value
,,item,,meltingpot_smx,Mirra Ginsburg papers,,,,photographs,,,,,,,,,1967,,inferred,1967,Isaac Bashevis Singer at work,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isaac Bashevis Singer at work (facing Broadway at 86th Street, New York)",,"Singer, Isaac Bashevis, 1904-1991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_smx,meltingpot_smx_000,,,omeka_707,,,,,,,,,,,,,,,Isaac Bashevis Singer at work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_14_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ibsinger,,
,,asset,meltingpot_qxp,meltingpot_qxp_129,,,omeka_488,,,,,,,,,,,,,,,"Pages 129-133, 161-163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_04_01b.jpg,filename,original filename: 2_04_04.jpg,filename,original filename: 2_04_02b.jpg,filename,original filename: 2_04_07.jpg,filename,original filename: 2_04_08.jpg,filename,original filename: 2_04_03b.jpg,filename,original filename: 2_04_06.jpg,filename,original filename: 2_04_05.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
,,item,,meltingpot_stt,Bella Abzug papers,,,,objects,,,,,,,,,1976,1977,inferred,Between 1976 and 1977,New York City NEEDS BELLA ABZUG for Mayor,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political button,,"Abzug, Bella S., 1920-1998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Bella S. Abzug, 1976, 1981",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_stt,meltingpot_stt_000,,,omeka_841,,,,,,,,,,,,,,,New York City NEEDS BELLA ABZUG for Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_13_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/abzug,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top,
,,item,,meltingpot_taz,Simon Lissim Papers,,,,prints,,,,,,,,,1924,1941,inferred,between 1924 and 1941,Paravent,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,France,,,,,French,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,"Printed reproduction of porcelain design.

In 1924 Lissim started to work for porcelain factories in Sèvres and Limoges painting plaques and vases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_taz,meltingpot_taz_000,,,omeka_780,,,,,,,,,,,,,,,Paravent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_07_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/paravent,,
,,item,,meltingpot_thc,Zosa Szajkowski Collection,,,,printed ephemera,,,,,,,,,1905-10-22,,,"October 22, 1905",Appeal to the Christians of the City of Odessa,Vozzvani̋e kʺ khristīanamʺ goroda Odessy,translated,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Odesa (Ukraine),,,,,Russia,,,,,,"Dmitrii, Archbishop of Kherson and Odessa",,,,,,,,,,,,,,,,,,,,,,,,,,,"""Appeal to Christians of Odessa"" by Dmitrii, Archbishop of Kherson and Odessa, to save thousands of Jews wrongly accused of various acts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_thc,meltingpot_thc_000,,,omeka_477,,,,,,,,,,,,,,,Appeal to the Christians of the City of Odessa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_11_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,,
,,item,,meltingpot_tpn,Community Service Society records,,,,photographs,,,,,,,,,1902,1909,questionable,between 1902 and 1909,Children on Tenement Stairs,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,"Box 298, photo #4118",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children,,,Stairs,,,Tenement houses,,,New York (N.Y.),,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_tpn,meltingpot_tpn_000,,,omeka_837,,,,,,,,,,,,,,,Children on Tenement Stairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_09_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/street-scenes,,
,,asset,meltingpot_qxp,meltingpot_qxp_132,,,omeka_491,,,,,,,,,,,,,,,Page 132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_04_04b.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,item,,meltingpot_tuo,Boris Sapir papers,,,,photographs,,,,,,,,,1934,1952,,Between 1934 and 1952,Photographs of the Members of the Jewish Labor Committee,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"David Dubinsky (1892-1982), one of the most influential labor leaders of 20th century America. He managed to make his way to the United States in 1911 after escaping while in transit to exile in Siberia. He was being sent there by the Tsarist authorities for participation in the activities and strikes of the bakers' union. During his long political career, he held many high posts (being a prominent member of the Jewish Labor Committee was one of them), took part in the creation of the Congress of Industrial Organizations (CIO), and was one of the founders of the American Labor Party and the Liberal Party of New York.",,"Green, William, 1870-1952",,,,"Dubinsky, David, 1892-1982",,,,"Lang, H. (Harry), 1888-",,,,Jewish Labor Committee (U.S.),,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_tuo,meltingpot_tuo_000,,,omeka_677,,,,,,,,,,,,,,,Photographs of the Members of the Jewish Labor Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_16_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
,,asset,meltingpot_gbi,meltingpot_gbi_001,,,omeka_464,,,,,,,,,,,,,,,Pages 1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_01_02.jpg,filename,original filename: 1_01_03.jpg,filename,original filename: 1_01_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/background,,
,,item,,meltingpot_txx,Boris Sapir papers,,,,correspondence,,,,,,,,,1944-06-09,,,"June 9, 1944",Letter from the Jewish Labor Committee to the Foreign Delegation of the Russian Social Democratic Party,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,Jewish Labor Committee (U.S.),,,,,,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,,,,,,,,,,,,,,,,,,,,,"Nicolaevsky, Boris I., 1887-1966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_txx,meltingpot_txx_001,,,omeka_521,,,,,,,,,,,,,,,"Two pages, front and back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_15_01.jpg,filename,original filename: 2_15_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
,,asset,meltingpot_txy,meltingpot_txy_001,,,omeka_693,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_05_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_ata,,
,,item,,meltingpot_uly,,,,CLIO id: 3158015,books,,,photographs,,,,,,1951,,,1951,Troubled Air,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,New York (N.Y.),,English,,,,,,"Shaw, Irwin, 1913-1984",,,,,,"Simon, Richard L.",,,,,,,,,,,,,,,,,,,,,Portrait of Irwin Shaw on back cover.,,"Shaw, Irwin, 1913-1984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Random House,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_uly,meltingpot_uly_099,,,omeka_838,,,,,,,,,,,,,,,Back cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_10_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/shaw,,
,,item,,meltingpot_uqm,Simon Lissim Papers,,,,clippings,,,,,,,,,1960-09-18,,,"September 18, 1960",City Professor Elected By British Art Society,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,New York (N.Y.),,English,,,,,,New York Times Company,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newspaper article clipping about the election of Simon Lissim, professor of art at City College at the time, to vice-president of the Royal Society of Arts of England in 1960.",Source: New York Times. Page 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_uqm,meltingpot_uqm_000,,,omeka_812,,,,,,,,,,,,,,,City Professor Elected By British Art Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_28_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/royalsociety,,
,,item,,meltingpot_uxy,Avrahm Yarmolinsky Papers,,,,photographs,,,,,,,,,1914,1940,inferred,Between 1914 and 1940,Isaak Babel with his daughter,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,English,,,,,,"Congrat-Butlar, Stefan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Babelʹ, I. (Isaak), 1894-1940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Avrahm Yarmolinsky, 1959-60, 1970",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_uxy,meltingpot_uxy_000,,,omeka_696,,,,,,,,,,,,,,,Isaak Babel with his daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_07_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/babel,,
,,item,,meltingpot_uzj,Community Service Society records,,,,photographs,,,,,,,,,1904,,inferred,1904,Front of Thalia Theatre,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thalia Theatre, 46 Bowery, New York, on the West Side of the Bowery Just Below Canal Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_uzj,meltingpot_uzj_000,,,omeka_720,,,,,,,,,,,,,,,Front of Thalia Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_01_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
,,item,,meltingpot_vhf,Cholly Atkins Collection,,,,music,,,,,,,,,1950,1990,,Between 1950 and 1990,Al Jolson,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,"Jolson, Al, 1886-1950",,,,,,,,,,,,,,,,,,,,,,,,,,,Vinyl record: The Best of Al Jolson,,"Jolson, Al, 1886-1950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_vhf,meltingpot_vhf_001,,,omeka_752,,,,,,,,,,,,,,,Front and back of cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_17_02.jpg,filename,original filename: 4_17_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/jolson,,
,,asset,meltingpot_qxp,meltingpot_qxp_133,,,omeka_492,,,,,,,,,,,,,,,Page 133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_04_05b.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,item,,meltingpot_vqa,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1942-01-16,1942-01-31,,"January 16th to 31st, 1942",Invitations to an exhibition of designs made in connection with a course given by Simon Lissim,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,New York (N.Y.). Board of Education,,,,,,,,,,,,,,,,,,,,,"""An exhibition of designs made in connection with the in-service course 'Decorative and Applied Art' given by Simon Lissim under the auspices of the Board of Superintendents of the Public Schools of the City of New York""

Held at the Board of Education of New York City.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_vqa,meltingpot_vqa_000,,,omeka_804,,,,,,,,,,,,,,,Invitations to an exhibition of designs made in connection with a course given by Simon Lissim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_24_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/invitations,,
,,item,,meltingpot_wbc,Herbert H. Lehman papers,,,,correspondence,,,,,,,,,1949-07-28,,,"July 28, 1949",Telegram from David Dubinsky to Herbert Lehman,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Dubinsky, David, 1892-1982",,,,,,"Lehman, Herbert H. (Herbert Henry), 1878-1963",,,,,,,,,,,,,,,,,,,,,"Telegram from Dubinsky, on behalf of unions in New York City and area, asking then Governor Herbert Lehman to run for United States Senator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_wbc,meltingpot_wbc_000,,,omeka_684,,,,,,,,,,,,,,,Telegram from David Dubinsky to Herbert Lehman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_22_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
,,item,,meltingpot_wrn,Zosa Szajkowski Collection,,,,printed ephemera,,,,,,,,,1906,,inferred,Probably 1906,Soi︠u︡zʺ Russkago Naroda,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,,,Russia,,,,,,Soi︠u︡zʺ russkago naroda,,,,,,,,,,,,,,,,,,,,,,,,,,,An appeal to elect the Soi︠u︡zʺ russkago naroda (The Union of the Russian People) candidates to the State Duma.,,Soi︠u︡z russkogo naroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_wrn,meltingpot_wrn_000,,,omeka_474,,,,,,,,,,,,,,,Soi︠u︡zʺ Russkago Naroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_08_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/soiuz_russkago_naroda,,
,,item,,meltingpot_wyx,Simon Lissim Papers,,,,manuscripts,,,,,,,,,1961-02-21,,inferred,"February 21, 1961",Simon Lissim's speech at his testimonial luncheon by the American Fellows of the Royal Society of Arts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Society of Arts (Great Britain). American Fellows,,,,Royal Society of Arts (Great Britain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_wyx,meltingpot_wyx_001,,,omeka_822,,,,,,,,,,,,,,,Simon Lissim's speech at his testimonial luncheon by the American Fellows of the Royal Society of Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_31_01.jpg,filename,original filename: 5_31_02.jpg,filename,original filename: 5_31_03.jpg,filename,original filename: 5_31_04.jpg,filename,original filename: 5_31_05.jpg,filename,original filename: 5_31_06.jpg,filename,original filename: 5_31_07.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/royalsociety,,
